0xde86005,16metalgroan01
0xb4f7e5f1,mode_icon_con
0x8bbcbee4,mode_icon_ctf
0x4a178131,mode_icon_eli
0xabdaee5c,mode_icon_hunt
0xe1889e0f,mode_icon_XL
0x5ec99d90,Modtools
0xb923c188,mos_1
0xc32192af,mos_2
0xa11f1e92,mos_3
0x3b1c3f69,mos_4
0x2119d7e4,mos_5
0x3b17c23b,mos_6
0x2f7dac2,mousebot_explo
0x686ad074,mousecursor
0xbb534acb,movie_bg
0xc53267eb,movie_bg2
0xef50903,movie_bg2_wide
0xc84d299f,moymoy
0x7b7faec8,MS1-1
0x857d7fef,MS1-2
0xc61c9747,MS2-1
0x224fd05e,MS3-1
0x4456c1a9,MS3-2
0x799249dd,MS4-1
0xf78ac172,MS4-2
0x198d358f,MS4-3
0x972edb04,MS5-1
0x312bfbdb,MS5-2
0xf2987be,MS5-3
0x193ae09d,MS5-4
0x25cb9af2,mtg_all_bonus_bought_advanced_blasters_us
0xafde46b9,mtg_all_bonus_bought_autoturrets_us
0xb675fb6c,mtg_all_bonus_bought_bacta_tanks_us
0x705bab0f,mtg_all_bonus_bought_combat_shielding_us
0x20fc6233,mtg_all_bonus_bought_energy_boost_us
0x4b8ec742,mtg_all_bonus_bought_garrison_us
0xa8c53cb6,mtg_all_bonus_bought_leader_us
0x3d4796bf,mtg_all_bonus_bought_sabotage_us
0xaae0493b,mtg_all_bonus_bought_sensor_array_us
0x2283ad50,mtg_all_bonus_bought_supplies_us
0x323e06fe,mtg_all_bonus_broke_us
0xf02a4a4e,mtg_all_bonus_cannot_play
0x4bd6d7,mtg_all_bonus_name_advanced_blasters
0x10d13bb6,mtg_all_bonus_name_autoturrets
0xab3c4a05,mtg_all_bonus_name_bacta_tanks
0x1dd7f048,mtg_all_bonus_name_combat_shielding
0x54194d24,mtg_all_bonus_name_energy_boost
0x3f80ae27,mtg_all_bonus_name_garrison
0x5c6f6352,mtg_all_bonus_name_officer
0x872c2d18,mtg_all_bonus_name_sabotage
0x4dd07e0c,mtg_all_bonus_name_sensor_array
0x6d893dd1,mtg_all_bonus_name_supplies
0xc956ecd0,mtg_all_bonus_none_play_them
0x42747592,mtg_all_bonus_none_play_us
0xbd95bb84,mtg_all_bonus_played_advanced_blasters_them
0xd5f28ea6,mtg_all_bonus_played_advanced_blasters_us
0xe382d75f,mtg_all_bonus_played_autoturrets_them
0x5e7d6bed,mtg_all_bonus_played_autoturrets_us
0x9c63388a,mtg_all_bonus_played_bacta_tanks_them
0x6a13c168,mtg_all_bonus_played_bacta_tanks_us
0x1b146621,mtg_all_bonus_played_combat_shielding_them
0x6d915ccb,mtg_all_bonus_played_combat_shielding_us
0xa68ab3dd,mtg_all_bonus_played_energy_boost_them
0xedd6e157,mtg_all_bonus_played_energy_boost_us
0x5e8a014c,mtg_all_bonus_played_garrison_them
0xbed536ee,mtg_all_bonus_played_garrison_us
0xf68a0d88,mtg_all_bonus_played_leader_them
0x3911daa,mtg_all_bonus_played_leader_us
0x25f4a7c9,mtg_all_bonus_played_sabotage_them
0xe0e054f3,mtg_all_bonus_played_sabotage_us
0xba428ab5,mtg_all_bonus_played_sensor_array_them
0x1b9f3fcf,mtg_all_bonus_played_sensor_array_us
0xaf0f1f0e,mtg_all_bonus_played_supplies_them
0x9edd5cdc,mtg_all_bonus_played_supplies_us
0x1b2988b1,mtg_all_bonus_select_play
0x1151f9ac,mtg_all_fleet_attacking_us
0x1e5cd8e9,mtg_all_fleet_bought_us
0xf7ecedc9,mtg_all_fleet_broke_us
0x7b3bfc3,mtg_all_fleet_cancel_move
0x86cbf415,mtg_all_fleet_cannot_move_us
0x55c6b1bb,mtg_all_fleet_defended_us
0x1048f47,mtg_all_fleet_destroyed_us
0x312a6690,mtg_all_fleet_lost_us
0x5bc92f40,mtg_all_fleet_move
0xc3a7555b,mtg_all_fleet_select
0x3407aa1a,mtg_all_fleet_select_build
0x22e9594,mtg_all_fleet_won_us
0xb3178efa,mtg_all_ok
0xcadb9f3d,mtg_all_planet_attacking_cor_us
0xb07ebb45,mtg_all_planet_attacking_dag_us
0x25a37cc0,mtg_all_planet_attacking_end_us
0x933cb0d2,mtg_all_planet_attacking_fel_us
0x330008a8,mtg_all_planet_attacking_geo_us
0x31a9af92,mtg_all_planet_attacking_hot_us
0x291292ae,mtg_all_planet_attacking_kam_us
0x7616b9bc,mtg_all_planet_attacking_kas_us
0xc3f2594e,mtg_all_planet_attacking_mus_us
0xbffd8d76,mtg_all_planet_attacking_myg_us
0xe3e50f14,mtg_all_planet_attacking_nab_us
0xdbcd1b2,mtg_all_planet_attacking_pol_us
0x9197a85c,mtg_all_planet_attacking_tat_us
0xf779bd45,mtg_all_planet_attacking_uta_us
0x5f291505,mtg_all_planet_attacking_yav_us
0x1e843d23,mtg_all_planet_conquered_cor_self
0xf10139ab,mtg_all_planet_conquered_dag_self
0xa2e374cd,mtg_all_planet_conquered_dag_us
0x4c0b6e6a,mtg_all_planet_conquered_end_self
0xf34d88d8,mtg_all_planet_conquered_end_us
0x8aa12580,mtg_all_planet_conquered_fel_self
0x13b7768a,mtg_all_planet_conquered_fel_us
0x2246fdb0,mtg_all_planet_conquered_hot_self
0xf55be9a,mtg_all_planet_conquered_hot_us
0xe8f66b66,mtg_all_planet_conquered_kas_self
0x480c0db4,mtg_all_planet_conquered_kas_us
0xc9e0089c,mtg_all_planet_conquered_mus_self
0xc2cd7cc6,mtg_all_planet_conquered_mus_us
0xb01c29c4,mtg_all_planet_conquered_myg_self
0x3352485e,mtg_all_planet_conquered_myg_us
0x87d1272e,mtg_all_planet_conquered_nab_self
0xec44f40c,mtg_all_planet_conquered_nab_us
0x219a69d0,mtg_all_planet_conquered_pol_self
0xf528473a,mtg_all_planet_conquered_pol_us
0x39760ab6,mtg_all_planet_conquered_tat_self
0xb59d3564,mtg_all_planet_conquered_tat_us
0x55b8928b,mtg_all_planet_conquered_uta_self
0x4dd303ad,mtg_all_planet_conquered_uta_us
0x16c1d47b,mtg_all_planet_conquered_yav_self
0xf9faaebd,mtg_all_planet_conquered_yav_us
0x560cf312,mtg_all_planet_defended_cor_us
0xb507b4b6,mtg_all_planet_defended_dag_us
0xb5e3bf,mtg_all_planet_defended_end_us
0x1d2189e1,mtg_all_planet_defended_fel_us
0x5a96cb77,mtg_all_planet_defended_geo_us
0xbd58f17d,mtg_all_planet_defended_hot_us
0x3f4f835d,mtg_all_planet_defended_kam_us
0xe996154b,mtg_all_planet_defended_kas_us
0x3bb31aa5,mtg_all_planet_defended_mus_us
0x153c265,mtg_all_planet_defended_myg_us
0xa09a741b,mtg_all_planet_defended_nab_us
0xf868d4cd,mtg_all_planet_defended_pol_us
0x36a660ab,mtg_all_planet_defended_tat_us
0x6c17d66a,mtg_all_planet_defended_uta_us
0x6066ebde,mtg_all_planet_defended_yav_us
0x16c0f915,mtg_all_planet_lost_cor_us
0x558c5bcd,mtg_all_planet_lost_dag_us
0xa5f66fd8,mtg_all_planet_lost_end_us
0xc6605d8a,mtg_all_planet_lost_fel_us
0xf87b2c40,mtg_all_planet_lost_geo_us
0xc1fea59a,mtg_all_planet_lost_hot_us
0x6394cb16,mtg_all_planet_lost_kam_us
0xfab4f4b4,mtg_all_planet_lost_kas_us
0x757663c6,mtg_all_planet_lost_mus_us
0xe5fb2f5e,mtg_all_planet_lost_myg_us
0x9eeddb0c,mtg_all_planet_lost_nab_us
0xa7d12e3a,mtg_all_planet_lost_pol_us
0x68461c64,mtg_all_planet_lost_tat_us
0x7beaad,mtg_all_planet_lost_uta_us
0xaca395bd,mtg_all_planet_lost_yav_us
0x1a948d25,mtg_all_planet_name_cor
0xdd0b7f51,mtg_all_planet_name_dag
0x28386c2b,mtg_all_planet_name_dea
0xcec1853e,mtg_all_planet_name_end
0x2d583d74,mtg_all_planet_name_fel
0x86b22422,mtg_all_planet_name_geo
0xab882150,mtg_all_planet_name_hot
0xd3729388,mtg_all_planet_name_kam
0xb39f80c6,mtg_all_planet_name_kas
0x307d3120,mtg_all_planet_name_mus
0xb53fbf90,mtg_all_planet_name_myg
0xd812e40e,mtg_all_planet_name_nab
0xf4ac0ec0,mtg_all_planet_name_pol
0x8a23ffa6,mtg_all_planet_name_tat
0xdda00159,mtg_all_planet_name_uta
0x40e37431,mtg_all_planet_name_yav
0xb9dc44f9,mtg_all_planet_won_cor_us
0x96e132a9,mtg_all_planet_won_dag_us
0xf6c52da3,mtg_all_planet_won_dea_us
0xc32624ec,mtg_all_planet_won_end_us
0xeec4260e,mtg_all_planet_won_fel_us
0x7f966ec4,mtg_all_planet_won_geo_us
0x69a52d76,mtg_all_planet_won_hot_us
0x7cd5e32a,mtg_all_planet_won_kam_us
0xf1138ab0,mtg_all_planet_won_kas_us
0x2959b3e2,mtg_all_planet_won_mus_us
0x2d9e319a,mtg_all_planet_won_myg_us
0x2e4b27e0,mtg_all_planet_won_nab_us
0x16769e36,mtg_all_planet_won_pol_us
0xdd362f70,mtg_all_planet_won_tat_us
0xf1d508f9,mtg_all_planet_won_uta_us
0xfdf8611,mtg_all_planet_won_yav_us
0x48d76176,mtg_all_select_mode
0x5bcf71b0,mtg_all_tech_select_card
0x65063221,mtg_all_turn
0xf332ea97,mtg_all_unit_bought_engineer_us
0x6d29a870,mtg_all_unit_bought_marine_us
0x60cd666e,mtg_all_unit_bought_officer_us
0x2a2391e6,mtg_all_unit_bought_pilot_us
0x34f33cf8,mtg_all_unit_bought_rifleman_us
0x1f7ba108,mtg_all_unit_bought_rocketeer_us
0x6027b75,mtg_all_unit_bought_sniper_us
0x2899403b,mtg_all_unit_bought_special_us
0xa8c27f3f,mtg_all_unit_broke_us
0x76e87ef8,mtg_all_unit_cannot_buy_us
0xa25ddc70,mtg_all_unit_name_engineer
0xe99276f1,mtg_all_unit_name_marine
0x4d8c834b,mtg_all_unit_name_officer
0x4996d4e3,mtg_all_unit_name_pilot
0xb440f399,mtg_all_unit_name_rifleman
0x130cf89,mtg_all_unit_name_rocketeer
0xee8e20ba,mtg_all_unit_name_sniper
0xabfd918c,mtg_all_unit_name_special
0xd4127329,mtg_all_unit_select
0x122fe50,mtg_cis_bonus_bought_advanced_blasters_us
0x2a7dfa3f,mtg_cis_bonus_bought_autoturrets_us
0xeea9911a,mtg_cis_bonus_bought_bacta_tanks_us
0xaff16c75,mtg_cis_bonus_bought_combat_shielding_us
0xfd1edcd5,mtg_cis_bonus_bought_energy_boost_us
0xba2c3fdc,mtg_cis_bonus_bought_garrison_us
0xc43fffcc,mtg_cis_bonus_bought_leader_us
0xd8f8de99,mtg_cis_bonus_bought_sabotage_us
0x4d1dff45,mtg_cis_bonus_bought_sensor_array_us
0x5bccd832,mtg_cis_bonus_bought_supplies_us
0xea3d72b8,mtg_cis_bonus_broke_us
0x61da3088,mtg_cis_bonus_cannot_play
0x72485119,mtg_cis_bonus_name_advanced_blasters
0x7a2ca3a0,mtg_cis_bonus_name_autoturrets
0x793c4b27,mtg_cis_bonus_name_bacta_tanks
0xb9a576a2,mtg_cis_bonus_name_combat_shielding
0x2e994a32,mtg_cis_bonus_name_energy_boost
0x4959b62d,mtg_cis_bonus_name_garrison
0x52859538,mtg_cis_bonus_name_officer
0xe9fa6c2e,mtg_cis_bonus_name_sabotage
0x85cf7012,mtg_cis_bonus_name_sensor_array
0xf615aaff,mtg_cis_bonus_name_supplies
0x3b353266,mtg_cis_bonus_none_play_them
0x16ee78b4,mtg_cis_bonus_none_play_us
0xee89b8ba,mtg_cis_bonus_played_advanced_blasters_them
0x42e97178,mtg_cis_bonus_played_advanced_blasters_us
0x4e24f8ad,mtg_cis_bonus_played_autoturrets_them
0x1f016d07,mtg_cis_bonus_played_autoturrets_us
0xc1f54f60,mtg_cis_bonus_played_bacta_tanks_them
0x4c2fc002,mtg_cis_bonus_played_bacta_tanks_us
0x3809b12f,mtg_cis_bonus_played_combat_shielding_them
0x3c28b15d,mtg_cis_bonus_played_combat_shielding_us
0x6329299f,mtg_cis_bonus_played_energy_boost_them
0xb11f9b2d,mtg_cis_bonus_played_energy_boost_us
0xbea6f466,mtg_cis_bonus_played_garrison_them
0x485eab4,mtg_cis_bonus_played_garrison_us
0x2499da56,mtg_cis_bonus_played_leader_them
0x530e9ac4,mtg_cis_bonus_played_leader_us
0x7859efb3,mtg_cis_bonus_played_sabotage_them
0x1a614f51,mtg_cis_bonus_played_sabotage_us
0x5aa977bf,mtg_cis_bonus_played_sensor_array_them
0x24d4dcd,mtg_cis_bonus_played_sensor_array_us
0x5c5ccf58,mtg_cis_bonus_played_supplies_them
0x6c108e1a,mtg_cis_bonus_played_supplies_us
0xcf7c33db,mtg_cis_bonus_select_play
0x8a71423a,mtg_cis_fleet_attacking_us
0x1f18a4af,mtg_cis_fleet_bought_us
0x63b5e847,mtg_cis_fleet_broke_us
0x631de49d,mtg_cis_fleet_cancel_move
0xe124b667,mtg_cis_fleet_cannot_move_us
0xdbbdf11d,mtg_cis_fleet_defended_us
0x31d9f559,mtg_cis_fleet_destroyed_us
0xd8500f82,mtg_cis_fleet_lost_us
0xb13d996,mtg_cis_fleet_move
0xcef1a891,mtg_cis_fleet_select
0xa7070698,mtg_cis_fleet_select_build
0xd2d7753e,mtg_cis_fleet_won_us
0xffe8ee70,mtg_cis_ok
0x20eac069,mtg_cis_orders
0x207d9e97,mtg_cis_planet_attacking_cor_us
0xc4dbc75f,mtg_cis_planet_attacking_dag_us
0x65b78c55,mtg_cis_planet_attacking_dea_us
0xdcd6436c,mtg_cis_planet_attacking_fel_us
0x8a773246,mtg_cis_planet_attacking_geo_us
0xa2f4edac,mtg_cis_planet_attacking_hot_us
0x86a4f1b0,mtg_cis_planet_attacking_kam_us
0x12674a2a,mtg_cis_planet_attacking_kas_us
0xc71149e8,mtg_cis_planet_attacking_mus_us
0x66f138b8,mtg_cis_planet_attacking_myg_us
0xdae777a,mtg_cis_planet_attacking_nab_us
0xb616480c,mtg_cis_planet_attacking_pol_us
0x75bf9bba,mtg_cis_planet_attacking_tat_us
0xc04eef7b,mtg_cis_planet_attacking_uta_us
0xd0ac8d67,mtg_cis_planet_attacking_yav_us
0x23f720f1,mtg_cis_planet_conquered_cor_self
0x66c97097,mtg_cis_planet_conquered_cor_us
0x6cda0689,mtg_cis_planet_conquered_dag_self
0xb27995f,mtg_cis_planet_conquered_dag_us
0x818b858e,mtg_cis_planet_conquered_fel_self
0x2322156c,mtg_cis_planet_conquered_fel_us
0x95279c1c,mtg_cis_planet_conquered_geo_self
0xd0c30446,mtg_cis_planet_conquered_geo_us
0xc1373e92,mtg_cis_planet_conquered_kam_self
0xccf0c3b0,mtg_cis_planet_conquered_kam_us
0x1a0e7920,mtg_cis_planet_conquered_kas_self
0x58b31c2a,mtg_cis_planet_conquered_kas_us
0xaed110da,mtg_cis_planet_conquered_mus_self
0xd5d1be8,mtg_cis_planet_conquered_mus_us
0x35103fca,mtg_cis_planet_conquered_myg_self
0xad3d0ab8,mtg_cis_planet_conquered_myg_us
0x3dab5810,mtg_cis_planet_conquered_nab_self
0x53fa497a,mtg_cis_planet_conquered_nab_us
0x53e1bd2e,mtg_cis_planet_conquered_pol_self
0xfc621a0c,mtg_cis_planet_conquered_pol_us
0x421e3450,mtg_cis_planet_conquered_tat_self
0xbc0b6dba,mtg_cis_planet_conquered_tat_us
0xbd9bab55,mtg_cis_planet_conquered_uta_self
0x69ac17b,mtg_cis_planet_conquered_uta_us
0xefb09061,mtg_cis_planet_conquered_yav_self
0x16f85f67,mtg_cis_planet_conquered_yav_us
0x805143e8,mtg_cis_planet_defended_cor_us
0x33be5054,mtg_cis_planet_defended_dag_us
0xceaf71bd,mtg_cis_planet_defended_end_us
0xec52b34f,mtg_cis_planet_defended_fel_us
0xbfd7a739,mtg_cis_planet_defended_geo_us
0x5f07e44b,mtg_cis_planet_defended_hot_us
0xf479887b,mtg_cis_planet_defended_kam_us
0x783873ed,mtg_cis_planet_defended_kas_us
0x1fc814db,mtg_cis_planet_defended_mus_us
0x43b13a0b,mtg_cis_planet_defended_myg_us
0xdfa71b3d,mtg_cis_planet_defended_nab_us
0xcee8360b,mtg_cis_planet_defended_pol_us
0xc7443807,mtg_cis_planet_defended_tan_us
0xe31e1fbd,mtg_cis_planet_defended_tat_us
0xdfaf679c,mtg_cis_planet_defended_uta_us
0xb81c2a9c,mtg_cis_planet_defended_yav_us
0xa663216b,mtg_cis_planet_lost_cor_us
0x36fe195b,mtg_cis_planet_lost_dag_us
0x2b1f5da6,mtg_cis_planet_lost_end_us
0x85b2f10,mtg_cis_planet_lost_fel_us
0x2b0137ba,mtg_cis_planet_lost_geo_us
0xfdb9a768,mtg_cis_planet_lost_hot_us
0x1f361c84,mtg_cis_planet_lost_kam_us
0xadd22e06,mtg_cis_planet_lost_kas_us
0x7737624,mtg_cis_planet_lost_mus_us
0x8fca2b74,mtg_cis_planet_lost_myg_us
0x66ce711e,mtg_cis_planet_lost_nab_us
0xdb322af8,mtg_cis_planet_lost_pol_us
0x5e02e206,mtg_cis_planet_lost_tat_us
0xd0dfa617,mtg_cis_planet_lost_uta_us
0x3fed017b,mtg_cis_planet_lost_yav_us
0xe74b0dfb,mtg_cis_planet_name_cor
0xa4db7f9f,mtg_cis_planet_name_dag
0x7279119d,mtg_cis_planet_name_dea
0x3d383bbc,mtg_cis_planet_name_end
0xcb18a482,mtg_cis_planet_name_fel
0xeaebf424,mtg_cis_planet_name_geo
0x87968bee,mtg_cis_planet_name_hot
0xbbb46306,mtg_cis_planet_name_kam
0xdb8775c8,mtg_cis_planet_name_kas
0x5a8720a6,mtg_cis_planet_name_mus
0x261c8dc6,mtg_cis_planet_name_myg
0xddcfef90,mtg_cis_planet_name_nab
0x827850de,mtg_cis_planet_name_pol
0xeb9bd2f8,mtg_cis_planet_name_tat
0xbaf7342b,mtg_cis_planet_name_uta
0x4128730f,mtg_cis_planet_name_yav
0xc84e94b7,mtg_cis_planet_won_cor_us
0xc06e75ff,mtg_cis_planet_won_dag_us
0x3c7e1b02,mtg_cis_planet_won_end_us
0xffafeb8c,mtg_cis_planet_won_fel_us
0xafcb4366,mtg_cis_planet_won_geo_us
0x1e86d2cc,mtg_cis_planet_won_hot_us
0xb0f11a50,mtg_cis_planet_won_kam_us
0x74ac7a4a,mtg_cis_planet_won_kas_us
0x42a32f08,mtg_cis_planet_won_mus_us
0xf57579d8,mtg_cis_planet_won_myg_us
0x5f391f1a,mtg_cis_planet_won_nab_us
0x9ad6aaac,mtg_cis_planet_won_pol_us
0xff4d585a,mtg_cis_planet_won_tat_us
0x3be0d49b,mtg_cis_planet_won_uta_us
0xceb9a507,mtg_cis_planet_won_yav_us
0x41ddc760,mtg_cis_select_mode
0xb264106e,mtg_cis_tech_name_adrenaline
0x53a27c45,mtg_cis_tech_name_advanced_armor
0xc77d743d,mtg_cis_tech_name_bacta_refinery
0x5e318541,mtg_cis_tech_name_blaster_amplification
0x5f87b5b,mtg_cis_tech_name_combat_scanners
0xce62d7c8,mtg_cis_tech_name_defense_grid
0xe5ff0b8e,mtg_cis_tech_name_espionage
0x26c506a2,mtg_cis_tech_name_leadership
0x1579d031,mtg_cis_tech_name_reinforcements
0xf95a39d5,mtg_cis_tech_name_supply_cache
0x952ffdfa,mtg_cis_tech_select_card
0x9e7545a7,mtg_cis_turn
0xd3ff7ff1,mtg_cis_unit_bought_engineer_us
0x9c9e246a,mtg_cis_unit_bought_marine_us
0x7dcce360,mtg_cis_unit_bought_officer_us
0x29048ed8,mtg_cis_unit_bought_pilot_us
0x6a123f06,mtg_cis_unit_bought_rifleman_us
0x1057aa6a,mtg_cis_unit_bought_rocketeer_us
0xa7a658ab,mtg_cis_unit_bought_sniper_us
0x795d4089,mtg_cis_unit_bought_special_us
0x70d00a91,mtg_cis_unit_broke_us
0xb9259b9e,mtg_cis_unit_cannot_buy_us
0xdbdfba0e,mtg_cis_unit_name_engineer
0x85d509ef,mtg_cis_unit_name_marine
0x193b67e1,mtg_cis_unit_name_officer
0xa540a59,mtg_cis_unit_name_pilot
0xd54f3b63,mtg_cis_unit_name_rifleman
0x1781afcf,mtg_cis_unit_name_rocketeer
0x3e41d01c,mtg_cis_unit_name_sniper
0x2050a426,mtg_cis_unit_name_special
0xc4c2cbe3,mtg_cis_unit_select
0x4c309dc0,mtg_imp_bonus_avail_many
0xc8f14667,mtg_imp_bonus_avail_one
0xa480bd9,mtg_imp_bonus_bought_advanced_blasters_us
0x2aa37e3e,mtg_imp_bonus_bought_autoturrets_us
0x37e48d93,mtg_imp_bonus_bought_bacta_tanks_us
0x6251caa6,mtg_imp_bonus_bought_combat_shielding_us
0x8f383316,mtg_imp_bonus_bought_energy_boost_us
0x600f7193,mtg_imp_bonus_bought_garrison_us
0x2b9984fb,mtg_imp_bonus_bought_leader_us
0xc905e666,mtg_imp_bonus_bought_sabotage_us
0xf0e2d11a,mtg_imp_bonus_bought_sensor_array_us
0x6648eb9d,mtg_imp_bonus_bought_supplies_us
0x672a370b,mtg_imp_bonus_broke_us
0xe9988e55,mtg_imp_bonus_cannot_play
0x325c5a4e,mtg_imp_bonus_name_advanced_blasters
0x874b6d93,mtg_imp_bonus_name_autoturrets
0xcbf311bc,mtg_imp_bonus_name_bacta_tanks
0x819ee4fb,mtg_imp_bonus_name_combat_shielding
0x51cf277b,mtg_imp_bonus_name_energy_boost
0x8149a5cc,mtg_imp_bonus_name_garrison
0xa26c1b47,mtg_imp_bonus_name_officer
0x5b0fb02b,mtg_imp_bonus_name_sabotage
0xb22a4b17,mtg_imp_bonus_name_sensor_array
0x31e6a8fa,mtg_imp_bonus_name_supplies
0x9ed5e849,mtg_imp_bonus_none_play_them
0xbf6a8173,mtg_imp_bonus_none_play_us
0xf275e64f,mtg_imp_bonus_played_advanced_blasters_them
0xa348dffd,mtg_imp_bonus_played_advanced_blasters_us
0x79e484a0,mtg_imp_bonus_played_autoturrets_them
0x78a08342,mtg_imp_bonus_played_autoturrets_us
0xccadb645,mtg_imp_bonus_played_bacta_tanks_them
0x65944aff,mtg_imp_bonus_played_bacta_tanks_us
0xd1ace490,mtg_imp_bonus_played_combat_shielding_them
0xf8fd6e52,mtg_imp_bonus_played_combat_shielding_us
0x73885b8,mtg_imp_bonus_played_energy_boost_them
0x48ee14fa,mtg_imp_bonus_played_energy_boost_us
0x655d29d5,mtg_imp_bonus_played_garrison_them
0xafe164ef,mtg_imp_bonus_played_garrison_us
0x94d403c5,mtg_imp_bonus_played_leader_them
0x9d77c7f,mtg_imp_bonus_played_leader_us
0x71ec10e8,mtg_imp_bonus_played_sabotage_them
0xd8b6e98a,mtg_imp_bonus_played_sabotage_us
0x327f343c,mtg_imp_bonus_played_sensor_array_them
0xf0612afe,mtg_imp_bonus_played_sensor_array_us
0x2b75f60b,mtg_imp_bonus_played_supplies_them
0xc17290a9,mtg_imp_bonus_played_supplies_us
0xf100d446,mtg_imp_bonus_select_play
0x1aefd39,mtg_imp_fleet_attacking_us
0x5f8854a,mtg_imp_fleet_bought_us
0x16ad8c24,mtg_imp_fleet_broke_us
0xe41b9ec8,mtg_imp_fleet_cancel_move
0x5d96e4a0,mtg_imp_fleet_cannot_move_us
0xdecc2cf8,mtg_imp_fleet_defended_us
0x18c35ba2,mtg_imp_fleet_destroyed_us
0x8d0306d9,mtg_imp_fleet_lost_self
0xf1f0f24f,mtg_imp_fleet_lost_us
0x27fe01d1,mtg_imp_fleet_move
0xfacb24b2,mtg_imp_fleet_select
0x4e1b4887,mtg_imp_fleet_select_build
0xef3aa435,mtg_imp_fleet_won_us
0xee062473,mtg_imp_ok
0xd83d1d06,mtg_imp_orders
0xa65d826,mtg_imp_planet_attacking_cor_us
0xdbbf1c12,mtg_imp_planet_attacking_dag_us
0x3a88a073,mtg_imp_planet_attacking_end_us
0x4cc9db25,mtg_imp_planet_attacking_fel_us
0x453de41b,mtg_imp_planet_attacking_geo_us
0x8a3df269,mtg_imp_planet_attacking_hot_us
0x339ca1e1,mtg_imp_planet_attacking_kam_us
0x6488077,mtg_imp_planet_attacking_kas_us
0xada851f1,mtg_imp_planet_attacking_mus_us
0x4c054c61,mtg_imp_planet_attacking_myg_us
0x76d8aa7f,mtg_imp_planet_attacking_nab_us
0x88cf199,mtg_imp_planet_attacking_pol_us
0x794381cd,mtg_imp_planet_attacking_tan_us
0x5617cc77,mtg_imp_planet_attacking_tat_us
0x4b2acda6,mtg_imp_planet_attacking_uta_us
0x5953d352,mtg_imp_planet_attacking_yav_us
0x65c02640,mtg_imp_planet_conquered_cor_self
0x3407a34a,mtg_imp_planet_conquered_cor_us
0x6537fda4,mtg_imp_planet_conquered_dag_self
0xea869e3e,mtg_imp_planet_conquered_dag_us
0xd039c551,mtg_imp_planet_conquered_end_self
0xd1d62cf7,mtg_imp_planet_conquered_end_us
0xc020ee97,mtg_imp_planet_conquered_fel_self
0x94a50e99,mtg_imp_planet_conquered_fel_us
0xaa9d7513,mtg_imp_planet_conquered_hot_self
0x7cc5a0e5,mtg_imp_planet_conquered_hot_us
0xe5ec4f2d,mtg_imp_planet_conquered_kas_self
0x512a5c23,mtg_imp_planet_conquered_kas_us
0x2de43ddb,mtg_imp_planet_conquered_mus_self
0x29f1a71d,mtg_imp_planet_conquered_mus_us
0xaede262b,mtg_imp_planet_conquered_myg_self
0xa35e6d4d,mtg_imp_planet_conquered_myg_us
0xfe61893d,mtg_imp_planet_conquered_nab_self
0x45093493,mtg_imp_planet_conquered_nab_us
0x159e0b83,mtg_imp_planet_conquered_pol_self
0x86b23e75,mtg_imp_planet_conquered_pol_us
0xd16bb0bd,mtg_imp_planet_conquered_tat_self
0x41923013,mtg_imp_planet_conquered_tat_us
0xcd0f1078,mtg_imp_planet_conquered_uta_self
0x5cdf8ad2,mtg_imp_planet_conquered_uta_us
0x4facb8c,mtg_imp_planet_conquered_yav_self
0xb9114396,mtg_imp_planet_conquered_yav_us
0x3e140943,mtg_imp_planet_defended_cor_us
0xd580bb83,mtg_imp_planet_defended_dag_us
0xc2112939,mtg_imp_planet_defended_dea_us
0x7d8893be,mtg_imp_planet_defended_end_us
0x33970988,mtg_imp_planet_defended_fel_us
0x4191192,mtg_imp_planet_defended_geo_us
0x58c9210,mtg_imp_planet_defended_hot_us
0xa43164ac,mtg_imp_planet_defended_kam_us
0x74825f7e,mtg_imp_planet_defended_kas_us
0xb5c4f4bc,mtg_imp_planet_defended_mus_us
0x5f9e7e7c,mtg_imp_planet_defended_myg_us
0x52e5fcd6,mtg_imp_planet_defended_nab_us
0x6172d520,mtg_imp_planet_defended_pol_us
0x5715e90e,mtg_imp_planet_defended_tat_us
0xc0c4c6bf,mtg_imp_planet_defended_uta_us
0xf16ef553,mtg_imp_planet_defended_yav_us
0x8b5d950c,mtg_imp_planet_lost_cor_us
0xad73eef0,mtg_imp_planet_lost_dag_us
0x5b69f10e,mtg_imp_planet_lost_dea_us
0x157e7b21,mtg_imp_planet_lost_end_us
0x84d77b63,mtg_imp_planet_lost_fel_us
0x685c887d,mtg_imp_planet_lost_geo_us
0x39971637,mtg_imp_planet_lost_hot_us
0xeec066ef,mtg_imp_planet_lost_kam_us
0xb79551c9,mtg_imp_planet_lost_kas_us
0x2308c427,mtg_imp_planet_lost_mus_us
0x6b5f14b7,mtg_imp_planet_lost_myg_us
0x4cedfe31,mtg_imp_planet_lost_nab_us
0x34dded27,mtg_imp_planet_lost_pol_us
0xc1638089,mtg_imp_planet_lost_tat_us
0xee196bd8,mtg_imp_planet_lost_uta_us
0x3dab4290,mtg_imp_planet_lost_yav_us
0xbdb9f1d2,mtg_imp_planet_name_cor
0x6183ceda,mtg_imp_planet_name_dag
0x8db83b28,mtg_imp_planet_name_dea
0xc108f111,mtg_imp_planet_name_end
0x6b4e8387,mtg_imp_planet_name_fel
